263.0	40.0	150.0	198.0
262.0	41.0	151.0	198.0
261.0	42.0	152.0	196.0
260.0	41.0	151.0	196.0
260.0	44.0	152.0	191.0
258.0	44.0	155.0	192.0
256.0	43.0	157.0	193.0
255.0	43.0	159.0	190.0
253.0	43.0	160.0	190.0
252.0	42.0	158.0	193.0
249.0	43.0	156.0	193.0
247.0	46.0	150.0	149.0
245.0	47.0	145.0	145.0
245.0	48.0	141.0	141.0
243.0	49.0	138.0	138.0
241.0	50.0	137.0	136.0
240.0	50.0	147.0	134.0
242.0	50.0	146.0	134.0
240.0	48.0	148.0	133.0
236.0	50.0	151.0	131.0
236.0	47.0	152.0	131.0
231.0	49.0	158.0	128.0
234.0	48.0	156.0	129.0
234.0	44.0	157.0	133.0
233.0	42.0	163.0	134.0
235.0	41.0	163.0	134.0
239.0	38.0	165.0	136.0
241.0	37.0	168.0	137.0
243.0	39.0	170.0	136.0
246.0	37.0	170.0	138.0
248.0	38.0	170.0	138.0
247.0	39.0	172.0	138.0
250.0	38.0	171.0	139.0
256.0	34.0	166.0	144.0
260.0	36.0	162.0	141.0
260.0	36.0	163.0	141.0
257.0	38.0	169.0	138.0
262.0	38.0	165.0	137.0
263.0	39.0	166.0	136.0
264.0	41.0	166.0	134.0
266.0	42.0	166.0	134.0
268.0	44.0	165.0	133.0
271.0	45.0	165.0	134.0
273.0	44.0	165.0	136.0
275.0	46.0	164.0	135.0
277.0	51.0	165.0	132.0
277.0	51.0	166.0	132.0
277.0	52.0	165.0	133.0
279.0	51.0	164.0	135.0
280.0	52.0	161.0	134.0
279.0	53.0	162.0	132.0
278.0	54.0	162.0	130.0
280.0	56.0	159.0	127.0
280.0	56.0	158.0	127.0
282.0	56.0	156.0	126.0
282.0	57.0	154.0	124.0
283.0	56.0	154.0	124.0
281.0	55.0	154.0	125.0
280.0	54.0	156.0	125.0
279.0	55.0	156.0	124.0
278.0	53.0	157.0	124.0
277.0	53.0	156.0	123.0
274.0	54.0	157.0	122.0
271.0	55.0	155.0	121.0
272.0	56.0	150.0	118.0
268.0	55.0	148.0	119.0
265.0	56.0	148.0	118.0
265.0	56.0	143.0	118.0
263.0	57.0	141.0	116.0
264.0	57.0	134.0	116.0
262.0	57.0	133.0	116.0
261.0	58.0	131.0	116.0
258.0	58.0	131.0	116.0
259.0	57.0	126.0	117.0
259.0	58.0	121.0	117.0
258.0	59.0	120.0	117.0
261.0	60.0	112.0	116.0
257.0	60.0	113.0	116.0
256.0	59.0	112.0	117.0
259.0	60.0	104.0	116.0
255.0	61.0	106.0	116.0
241.0	60.0	118.0	117.0
257.0	61.0	100.0	116.0
254.0	61.0	100.0	116.0
251.0	61.0	100.0	116.0
257.0	61.0	92.0	115.0
254.0	61.0	94.0	116.0
240.0	60.0	104.0	117.0
227.0	60.0	116.0	117.0
230.0	60.0	109.0	117.0
237.0	60.0	102.0	117.0
